Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Scientific Name - Concept Reference,Taxonomy Comments,Provincial FRPA Comments,COSEWIC Date,SARA Schedule,SARA Status,SARA Date
Notropis hudsonius,,Spottail Shiner,,F-NOHU,AFCJB28550,G5,Aug-15,S1S2,May-19,May-10,,,Red,,,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Omineca Mountains; Northern Park Ranges; Northern Skeena Mountains; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Southern Hart Ranges; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,6- Skeena; 7- Omineca; 9- Peace,Peace River Regional District; Regional District of Fraser-Fort George; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor,BWBS,,Native,Regularly occurring,,,N,Y,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Odontopyxis trispinosa,,Pygmy Poacher,,F-ODTR,AFC4F10010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oligocottus maculosus,,Tidepool Sculpin,,F-OLMA,AFC4E06010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oligocottus rimensis,,Saddleback Sculpin,,F-OLRI,AFC4E06020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oligocottus snyderi,,Fluffy Sculpin,,F-OLSN,AFC4E06040,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus clarkii,,Cutthroat Trout,,F-ONCL,AFCHA02080,G5,Dec-17,S4,Mar-00,Mar-00,,,No Status,,,,,,,,ssp. lewisi is SC on SARA schedule 1,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Nelson, J. S., E. J. Crossman, H. Espinosa-Perez, L. T. Findley, C. R. Gilbert, R. N. Lea, and J. D. Williams. 2004. Common and scientific names of fishes from the United States, Canada, and Mexico. American Fisheries Society, Special Publication 29, Bethesda, Maryland. 386 pp.",,,,,,
Oncorhynchus clarkii clarkii,,"Cutthroat Trout, clarkii subspecies",,F-ONCL-CL,AFCHA0208A,G5T4,Nov-97,S3S4,Jan-04,Mar-00,,,Blue,,,Alsek Ranges; Babine Upland; Big Bend Trench; Bulkley Basin; Bulkley Ranges; Cariboo Mountains; Cariboo Plateau; Cassiar Ranges; Central Boundary Ranges; Central Columbia Mountains; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Cranberry Upland; Dixon Entrance; Eastern Muskwa Ranges; Eastern Purcell Mountains; Eastern Pacific Ranges; Eastern Skeena Mountains; Fraser River Basin; Fraser Lowland; Finlay River Trench; Georgia Lowland; Hecate Lowland; Hecate Strait; Hozameen Range; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Leeward Pacific Ranges; Manson Plateau; Meziadin Mountains; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Lowland; Nechako Upland; Nicola Basin; Northern Island Mountains; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Omineca Mountains; Northern Pacific Ranges; Northern Shuswap Highland; Northern Skeena Mountains; Northern Thompson Upland; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Parsnip Trench; Queen Charlotte Lowland; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Quesnel Highland; Quesnel Lowland; Rabbit Plateau; Sub-Arctic Pacific; Southern Boreal Plateau; Southern Boundary Ranges; Southern Columbia Mountains; Southern Chilcotin Ranges; Selkirk Foothills; Southern Gulf Islands; Shuswap Basin; Simpson Upland; Skidegate Plateau; Southern Okanogan Basin; Strait of Georgia; Southern Okanogan Highland; Southern Omineca Mountains; Southern Purcell Mountains; Southern Pacific Ranges; Shuswap River Highland; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Thompson Basin; Tahltan Highland; Transitional Pacific; Tuya Range; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Okanagan Upland,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 4- Kootenay; 5- Cariboo; 6- Skeena; 7- Omineca; 8- Okanagan; 9- Peace,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Columbia Shuswap Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Penticton; Princeton; Summerland; Squamish; Whistler; Pemberton; Chase; Clearwater; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; Revelstoke; Salmon Arm; Sicamous; ; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Armstrong; Coldstream; Enderby; Lumby; Spallumcheen; Vernon; Port Alberni; Tofino; Ucluelet; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Burns Lake; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Fort St James; Kitimat; Hazelton; Fraser Lake; New Hazelton; Stewart; Terrace; NRRM; Granisle; Houston; Daajing Giids; Masset; Port Clements; Port Edward; Prince Rupert; Smithers; Kelowna; Lake Country; Peachland; West Kelowna; Telkwa; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,BWBS; CDF; CWH; ICH; SBS,,Native,Regularly occurring,,,N,N,,"Smith, G. R., and R. F. Stearley. 1989. The classification and scientific names of rainbow and cutthroat trouts. Fisheries (Bethesda) 14(1):4-10.",,,,,,
Oncorhynchus clarkii lewisi,,"Cutthroat Trout, lewisi subspecies",Westslope Cutthroat Trout,F-ONCL-LE,AFCHA02088,G5T4,May-13,S2S3,Mar-18,Apr-18,SC (Nov 2016),,Blue,Y (Jun 2006),,Big Bend Trench; Bowron Valley; Cariboo Basin; Cariboo Mountains; Cariboo Plateau; Cassiar Ranges; Central Columbia Mountains; Clear Hills; Crown of the Continent; Central Park Ranges; East Kootenay Trench; Elk Valley; Eastern Muskwa Ranges; Eastern Purcell Mountains; Eastern Skeena Mountains; Etsho Plateau; Flathead Valley; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; McGregor Plateau; McGillivray Range; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Kootenay Mountains; Northern Okanagan Basin; Northern Okanagan Highland; Northern Omineca Mountains; Northern Park Ranges; Northern Shuswap Highland; Northern Skeena Mountains; Northern Thompson Upland; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Quesnel Highland; Quesnel Lowland; Rabbit Plateau; Southern Boreal Plateau; Southern Columbia Mountains; Sikanni Chief Upland; Selkirk Foothills; Shuswap Basin; Southern Hart Ranges; Simpson Upland; Southern Okanogan Basin; Southern Okanogan Highland; Southern Park Ranges; Southern Purcell Mountains; Shuswap River Highland; Stikine Highland; Stikine Plateau; Thompson Basin; Trout Lake Plain; Tranquille Upland; Tuya Range; Upper Columbia Valley; Upper Fraser Trench; Western Muskwa Ranges,,,,1-SC (Feb 2010),,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,3- Thompson; 4- Kootenay; 5- Cariboo; 6- Skeena; 7- Omineca; 8- Okanagan; 9- Peace,Cariboo Regional District; Columbia Shuswap Regional District; Peace River Regional District; Regional District of Central Kootenay; Regional District of Central Okanagan; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of Kootenay Boundary; Regional District of Kitimat-Stikine; Regional District of North Okanagan; Regional District of Okanagan-Similkameen; Stikine Region (Unincorporated); Thompson-Nicola Regional District,Chase; Barriere; Clearwater; Sun Peaks; Nelson; Slocan; Salmo; Silverton; Creston; Kaslo; New Denver; Nakusp; Castlegar; Golden; Revelstoke; Salmon Arm; Sicamous; Canal Flats; Cranbrook; Elkford; Fernie; Invermere; ; Kimberley; Radium Hot Springs; Sparwood; Grand Forks; Greenwood; Midway; Montrose; Rossland; Trail; Warfield; Fruitvale; Coldstream; Spallumcheen; Mackenzie; McBride; Valemont; NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor; Lake Country,BWBS; ESSF; ICH; IDF; MS; SBS,,Native,Regularly occurring,,,N,W,,"Smith, G. R., and R. F. Stearley. 1989. The classification and scientific names of rainbow and cutthroat trouts. Fisheries (Bethesda) 14(1):4-10.",,,Nov 2016,1,SC,Feb 2010
Oncorhynchus gorbuscha,,Pink Salmon,,F-ONGO,AFCHA02010,G5,May-16,SNR,Aug-19,Aug-19,,,Not Reviewed,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus keta,,Chum Salmon,,F-ONKE,AFCHA02020,G5,May-16,SNR,Aug-19,Aug-19,,,Not Reviewed,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus kisutch,,Coho Salmon,,F-ONKI,AFCHA02030,G5,Dec-17,SNR,Sep-19,Sep-19,,,Not Reviewed,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus kisutch pop. 7,,Coho Salmon (Interior Fraser Population),,F-ONKI-07,AFCHA02037,G5TNRQ,,SNR,Dec-16,Dec-16,T (Nov 2016),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,,N,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2005a. COSEWIC Assessment Results, May 2005. Committee on the Status of Endangered Wildlife in Canada.",,,Nov 2016,,,
Oncorhynchus mykiss,,Rainbow Trout/Steelhead,,F-ONMY,AFCHA02090,G5,Jul-22,S5,Mar-11,Mar-00,,,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus mykiss - coastal lineage,Oncorhynchus mykiss pop. 39,Rainbow Trout/Steelhead - Coastal Lineage,,F-ONMY-39,AFCHA0213E,G5T3Q,Jun-09,SNR,Jan-10,Jan-10,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,N,,"McCusker, M.R. 2000. The biogeography and conservation of rainbow trout, Oncorhynchus mykiss. M.Sc Thesis, The University of British Columbia.",,,,,,
Oncorhynchus mykiss - interior lineage,Oncorhynchus mykiss pop. 38,Rainbow Trout/Steelhead - Interior Lineage,,F-ONMY-38,AFCHA0213D,G5T3Q,Jun-09,SNR,Jan-10,Jan-10,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,N,,"McCusker, M.R. 2000. The biogeography and conservation of rainbow trout, Oncorhynchus mykiss. M.Sc Thesis, The University of British Columbia.",,,,,,
Oncorhynchus mykiss - large lake piscivore ecotype,Oncorhynchus mykiss pop. 40,Rainbow Trout - Large Lake Piscivore Ecotype,,F-ONMY-40,AFCHA0213F,G5TNRQ,,S4,Jan-12,Jan-12,,,Yellow,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,N,,"Keeley, E.R., Parkinson, E.A., and Taylor, E.B. 2007. The origins of ecotypic variation of rainbow trout (Oncorhynchus mykiss): an experimental assessment of environmental versus genetically based differences in morphology. Journal of Evolutionary Biology 20:725-736.",,,,,,
Oncorhynchus mykiss pop. 46,,Steelhead Trout - Thompson River Population,,F-ONMY-46,AFCHA0213M,G5TNRQ,,S1,Apr-19,May-19,E (Nov 2020),,Red,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2018. COSEWIC Assessment Results, April 2018. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.",,,Nov 2020,,,
Oncorhynchus mykiss pop. 47,,Steelhead Trout - Chilcotin River Population,,F-ONMY-47,AFCHA0213N,G5TNRQ,,S1,Apr-19,May-19,E (Nov 2020),,Red,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2018. COSEWIC Assessment Results, April 2018. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.",,,Nov 2020,,,
Oncorhynchus nerka,,Sockeye Salmon,,F-ONNE,AFCHA02040,G5,Jul-22,SNR,Jul-19,Jul-19,,Sakinaw Lake (assessed 2016-04-30) and Cultus Lake (assessed 2003-05-01) Populations are listed as Endangered by COSEWIC.,Not Reviewed,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Oncorhynchus nerka pop. 10,,Sockeye Salmon - Bowron-ES Population,,F-ONNE-10,AFCHA0204B,G5TNRQ,,SNR,Apr-19,Apr-19,E (Nov 2017),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2017. COSEWIC Assessment Results, November 2017. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.","Sockeye Salmon, Oncorhynchus nerka, from the Fraser River drainage basin, have been subdivided into 24 populations to align with the 2017 COSEWIC designatable units (DUs). COSEWIC DUs are based on geographic distribution, life history variation, timing of adult spawning migrations and genetic data (COSEWIC 2017d). 

The CDC English common names for each population align directly with the COSEWIC DU common names. The letters after each name refer to the four main run timing groups in the Fraser: ""Estu"" is Early Stuart, ""ES"" is Early Summer, ""S"" is Summer and ""L"" is Late; D/S is downstream, U/S is upstream (COSEWIC 2017d). The assigned population number aligns with NatureServe nomenclature, not the COSEWIC DU number.",,Nov 2017,,,
Oncorhynchus nerka pop. 11,,Sockeye Salmon - Chilliwack-ES Population,,F-ONNE-11,AFCHA0204C,G5TNRQ,,SNR,Apr-19,Apr-19,NAR (Nov 2017),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2017. COSEWIC Assessment Results, November 2017. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.","Sockeye Salmon, Oncorhynchus nerka, from the Fraser River drainage basin, have been subdivided into 24 populations to align with the 2017 COSEWIC designatable units (DUs). COSEWIC DUs are based on geographic distribution, life history variation, timing of adult spawning migrations and genetic data (COSEWIC 2017d). 

The CDC English common names for each population align directly with the COSEWIC DU common names. The letters after each name refer to the four main run timing groups in the Fraser: ""Estu"" is Early Stuart, ""ES"" is Early Summer, ""S"" is Summer and ""L"" is Late; D/S is downstream, U/S is upstream (COSEWIC 2017d). The assigned population number aligns with NatureServe nomenclature, not the COSEWIC DU number.",,Nov 2017,,,
Oncorhynchus nerka pop. 12,,Sockeye Salmon - Francois-Fraser-S Population,,F-ONNE-12,AFCHA0204D,G5TNRQ,,SNR,Apr-19,Apr-19,SC (Nov 2017),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2017. COSEWIC Assessment Results, November 2017. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.","Sockeye Salmon, Oncorhynchus nerka, from the Fraser River drainage basin, have been subdivided into 24 populations to align with the 2017 COSEWIC designatable units (DUs). COSEWIC DUs are based on geographic distribution, life history variation, timing of adult spawning migrations and genetic data (COSEWIC 2017d). 

The CDC English common names for each population align directly with the COSEWIC DU common names. The letters after each name refer to the four main run timing groups in the Fraser: ""Estu"" is Early Stuart, ""ES"" is Early Summer, ""S"" is Summer and ""L"" is Late; D/S is downstream, U/S is upstream (COSEWIC 2017d). The assigned population number aligns with NatureServe nomenclature, not the COSEWIC DU number.",,Nov 2017,,,
